name,sinta_id,title,quartile,journal,author_order,creator,year,cited
IWAN SETIAWAN,5995430,Fast forward of adiabatic spin dynamics : An application to quantum annealing model in triangle spin systems.,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 3,Creator : Setiawan I.,2019,1 cited
GHULLAM HAMDU,5994188,Assessing 21,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Nurlenasari N.,2019,0 cited
GHULLAM HAMDU,5994188,Integration of STEM learning into the elementary curriculum in Indonesia: An analysis and exploration,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Lidinillah D.A.M.,2019,1 cited
GHULLAM HAMDU,5994188,Learn the measurement of unit length and style relations with motion accompanied by worksheets,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Yuliani S.,2019,0 cited
GHULLAM HAMDU,5994188,Thematic learning design development: STEM model through water play activity,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 5,Creator : Nur L.,2019,0 cited
BACHRUDIN MUSTHAFA,5991800,Factors affecting indonesian young learners’ english proficiency level,Q2 Journal,Teflin Journal,Author Order : 3 of 4,Creator : Meisani D.R.,2020,1 cited
IWAN SETIAWAN,5995430,An Indonesian speech synthesis system considering low-power event before vowel-starting-syllable,Q4 Journal,Journal of Physics: Conference Series,Author Order : 0 of 2,Creator : Setiawan I.,2018,0 cited
IWAN SETIAWAN,5995430,Commodity cluster using single system image based on Linux/Kerrighed for high-performance computing,no-Q Journal,"Proceedings - 2016 3rd International Conference on Information Technology, Computer, and Electrical",Author Order : 0 of 2,Creator : Setiawan I.,2017,2 cited
IWAN SETIAWAN,5995430,Fast forward of the adiabatic spin dynamics of entangled states,Q1 Journal,Physical Review A,Author Order : 1 of 4,Creator : Setiawan I.,2017,16 cited
IWAN SETIAWAN,5995430,Wave function regulation to accelarate adiabatic dynamics in quantum mechanics,Q3 Journal,Journal of Physics: Conference Series,Author Order : 1 of 3,Creator : Setiawan I.,2016,1 cited
IWAN SETIAWAN,5995430,The Arrangement of Model Instrument (Tentative) for Campus Evaluation with Earthquake and Tsunami Disaster Mitigation Insight,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Aridianto J.,2019,1 cited
IWAN SETIAWAN,5995430,Development of Interactive Learning Media based on Android Education Geography,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 3,Creator : Arliza R.,2019,0 cited
IWAN SETIAWAN,5995430,Vegetation dispersion in green open space of Universitas Pendidikan Indonesia,no-Q Journal,International Journal of Engineering and Technology(UAE),Author Order : 2 of 4,Creator : Kastolani W.,2018,1 cited
GHULLAM HAMDU,5994188,Debriefing program for prospective elementary school teachers in developing learning AIDS,Q4 Journal,"International Journal of Learning, Teaching and Educational Research",Author Order : 1 of 3,Creator : Hamdu G.,2018,2 cited
IWAN SETIAWAN,5995430,Potential Improvement of Cihideung Village Through Layout Modification of Local Housing and Settlement,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 3,Creator : William A.,2018,0 cited
IWAN SETIAWAN,5995430,Water conservation based on local wisdom in Cikondang traditional village community,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 3,Creator : Hasanah S.,2021,0 cited
ARIF HUSEIN LUBIS,6755247,The Development of Web-Based Teaching Materials Integrated with Indonesian Folklore for Indonesian Language for Foreign Speakers Students,Q1 Journal,International Journal of Language Education,Author Order : 3 of 3,Creator : Yulianeta,2022,0 cited
IWAN SETIAWAN,5995430,Driving energy to accelerate the adiabatic electron dynamics in quantum Hall system,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 4,Creator : Setiawan I.,2021,1 cited
IWAN SETIAWAN,5995430,Edutourism development model in unesco global geopark ciletuh palabuhanratu sukabumi district,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 5 of 6,Creator : Arrasyid R.,2021,0 cited
IWAN SETIAWAN,5995430,Enhancing Food Security throughout Aquaponicsin Urban Farming Development Strategy,Q4 Journal,Journal of Physics: Conference Series,Author Order : 5 of 5,Creator : Sundari R.S.,2021,0 cited
IWAN SETIAWAN,5995430,Waste management at the UPI campus and campus citizen behaviour towards the management of zero waste,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 1 of 2,Creator : Setiawan I.,2021,0 cited
ARIF HUSEIN LUBIS,6755247,Does cognition reflect performance? Rhetorical organization of journal article abstracts written by indonesian authors,no-Q Journal,"Literacies, Culture, and Society towards Industrial Revolution 4.0: Reviewing Policies, Expanding Re",Author Order : 3 of 3,Creator : Suherdi D.,2021,2 cited
ARIF HUSEIN LUBIS,6755247,"Move analysis in ""findings and discussion"" section of ELT research articles: Across journal affiliations",no-Q Journal,"On Language, Education, Politics, and Identity: A Cross-Linguistics Perspective",Author Order : 1 of 2,Creator : Lubis A.H.,2021,0 cited
IWAN SETIAWAN,5995430,Fast forwad Adiabatic Quantum Dynamics on Two Dimensional Dirac Equation,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 3,Creator : Setiawan I.,2021,0 cited
ARIF HUSEIN LUBIS,6755247,A genre analysis of research article 'findings and discussion' sections written by Indonesian undergraduate EFL students,Q1 Journal,Indonesian Journal of Applied Linguistics,Author Order : 3 of 3,Creator : Suherdi D.,2020,2 cited
ARIF HUSEIN LUBIS,6755247,The argumentation structure of research article ‘findings and discussion’ sections written by Non-native English speaker novice writers: a case of Indonesian undergraduate students,Q1 Journal,Asian Englishes,Author Order : 1 of 1,Creator : Lubis A.H.,2020,6 cited
ARIF HUSEIN LUBIS,6755247,Computer-vs. mobile-assisted learning to promote EFL students' speaking skills: A preliminary classroom-based research,Q1 Journal,International Journal of Instruction,Author Order : 3 of 5,Creator : Juniardi Y.,2020,1 cited
ARIF HUSEIN LUBIS,6755247,Rhetorical moves and linguistic complexity of research article abstracts in international applied linguistics journals,Q1 Journal,Asian ESP Journal,Author Order : 2 of 3,Creator : Fauzan U.,2020,3 cited
ARIF HUSEIN LUBIS,6755247,Rhetorical organization of applied linguistics abstracts: Does scopus journal quartile matter?,Q1 Journal,GEMA Online Journal of Language Studies,Author Order : 2 of 4,Creator : Kurniawan E.,2019,9 cited
ARIF HUSEIN LUBIS,6755247,Literature-circles-based cooperative writing: From the perceptions of indonesian university efl learners with writing anxiety,Q2 Journal,Journal of Asia TEFL,Author Order : 1 of 2,Creator : Lubis A.H.,2019,2 cited
ARIF HUSEIN LUBIS,6755247,Ict integration in 21,Q4 Journal,Cakrawala Pendidikan,Author Order : 1 of 1,Creator : Lubis A.H.,2018,14 cited
ARIF HUSEIN LUBIS,6755247,Literature circles as a facilitator to promote composition process a voice from tertiary EFL students,Q2 Journal,Asian EFL Journal,Author Order : 1 of 1,Creator : Lubis A.,2016,0 cited
IWAN SETIAWAN,5995430,"Spatial dynamics model of land use and land cover changes: A comparison of CA, ANN, and ANN-CA",Q3 Journal,Register: Jurnal Ilmiah Teknologi Sistem Informasi,Author Order : 3 of 3,Creator : Dede M.,2022,2 cited
IWAN SETIAWAN,5995430,Volleyball fundamental movement learning model in primary school,Q2 Journal,Teoria ta Metodika Fizicnogo Vihovanna,Author Order : 0 of 4,Creator : Samsudin,2021,3 cited
IWAN SETIAWAN,5995430,Modelling the number of HIV/AIDS in Central Sulawesi,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Utami I.U.,2021,0 cited
IWAN SETIAWAN,5995430,"Estimation of ordinary kriging parameters for determining characteristics and distribution of groundwater layer in Tondo area, Mantikulore district, Palu",Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 4,Creator : Nur'Eni,2020,0 cited
IWAN SETIAWAN,5995430,Validity and reliability level of an application measuring school principle's decision making,Q4 Journal,Journal of Physics: Conference Series,Author Order : 0 of 7,Creator : Setiawan I.,2020,0 cited
IWAN SETIAWAN,5995430,Analysis of grade VII students' learning outcomes for animals classification and sets by using the STEM approach,Q4 Journal,Journal of Physics: Conference Series,Author Order : 0 of 0,Creator : Utami S.,2020,0 cited
IWAN SETIAWAN,5995430,Design a microstrip antenna 2 elements for 900 MHz GSM system,Q4 Journal,Journal of Physics: Conference Series,Author Order : 0 of 8,Creator : Endri J.,2020,1 cited
ARIF HUSEIN LUBIS,6755247,A comparative move analysis on the qualitative and quantitative findings and discussion sections written by EFL undergraduate students,Q1 Journal,Asian ESP Journal,Author Order : 2 of 2,Creator : Kurniawan E.,2020,2 cited
ARIF HUSEIN LUBIS,6755247,YouTube® for the 21st-century English language E-learning: What Works and What Doesn't?,no-Q Journal,Proceedings - 2019 2nd International Conference of Computer and Informatics Engineering: Artificial,Author Order : 4 of 4,Creator : Husna A.N.,2019,1 cited
ARIF HUSEIN LUBIS,6755247,The motivational propensity and consistency of EFL undergraduate students in selecting research topic and design: A longitudinal narrative inquiry,Q3 Journal,Journal of Applied Research in Higher Education,Author Order : 1 of 2,Creator : Lubis A.H.,2019,1 cited
IWAN SETIAWAN,5995430,Predicting and forecasting of time series models using cluster analysis,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 3,Creator : Setiawan I.,2021,0 cited
IWAN SETIAWAN,5995430,Learning of disaster mitigation through problem based learning method in senior high school,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 3,Creator : Azis I.S.,2021,0 cited
HAMIDIE RONALD DANIEL RAY,5978997,Dorsomorphin treatment and inhibition on phosphorylation of adenosin monophosphate-activated protein kinaseon rats skeletal muscle,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 1 of 4,Creator : Ray H.R.D.,2019,2 cited
HAMIDIE RONALD DANIEL RAY,5978997,Inhibition of camp synthesis abolishes the impact of curcumin administration in the skeletal muscle of rodents,no-Q Journal,Advances in Biomolecular Medicine - Proceedings of the 4th BIBMC (Bandung International Biomolecular,Author Order : 1 of 2,Creator : Ray H.,2017,0 cited
HAMIDIE RONALD DANIEL RAY,5978997,Curcumin treatment enhances the effect of exercise on mitochondrial biogenesis in skeletal muscle by increasing cAMP levels,Q1 Journal,Metabolism: Clinical and Experimental,Author Order : 1 of 5,Creator : Ray Hamidie R.D.,2015,84 cited
IWAN SETIAWAN,5995430,Fostering disaster preparedness school as an effort to build disaster preparedness,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 3,Creator : Ikramullah A.M.,2021,0 cited
IWAN SETIAWAN,5995430,Travel time efficiency for students to school in bandung regency,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 3,Creator : Badriyah O.,2021,0 cited
IWAN SETIAWAN,5995430,"Feasibility study of microbial organic waste processing business in Sukasari district, Bandung city",Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 4,Creator : Kastolani W.,2021,0 cited
HAMIDIE RONALD DANIEL RAY,5978997,Moringa oleifera Leaves Extract Alters Exercise-Induced Cardiac Hypertrophy Adaptation,Q3 Journal,Pakistan Journal of Biological Sciences,Author Order : 3 of 10,Creator : Jasaputra D.K.,2022,0 cited
HAMIDIE RONALD DANIEL RAY,5978997,Indoor air quality and its effects on health in urban houses of Indonesia: A case study of Surabaya,no-Q Journal,PLEA 2018 - Smart and Healthy within the Two-Degree Limit: Proceedings of the 34th International Con,Author Order : 5 of 6,Creator : Kubota T.,2018,0 cited
HAMIDIE RONALD DANIEL RAY,5978997,Mitochondrial biogenesis induced by exercise and nutrients: Implication for performance and health benefits,no-Q Journal,Indonesian Journal of Science and Technology,Author Order : 3 of 3,Creator : Masuda K.,2017,6 cited
HAMIDIE RONALD DANIEL RAY,5978997,Effect of curcumin (Turmeric) supplement on maximal oxygen uptake (VO,Q4 Journal,Pertanika Journal of Science and Technology,Author Order : 1 of 3,Creator : Hamidie R.,2017,1 cited
IWAN SETIAWAN,5995430,Fast-Forward of Local-Phased-Regularized Spinor in Massless 2+1-Dimensions Adiabatic Dirac Dynamics,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Sugihakim R.,2021,0 cited
IWAN SETIAWAN,5995430,"Mobile gis app for guiding geopark at unesco global geopark ciletuh palabuhanratu, indonesia",Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 5 of 6,Creator : Darsiharjo D.,2021,0 cited
HAMIDIE RONALD DANIEL RAY,5978997,Effect of body weight training plus low carbohydrate diet versus running plus low carbohydrate diet on body fat percentage changes in overweight and obese young man,Q4 Journal,Journal of Engineering Research (Kuwait),Author Order : 3 of 4,Creator : Nugraha R.,2021,0 cited
HAMIDIE RONALD DANIEL RAY,5978997,Nanocurcumin potential to increase mitochondrial biogenesis in skeletal muscle via AMPK-PGC-1alpha,Q4 Journal,Journal of Engineering Research (Kuwait),Author Order : 1 of 4,Creator : Ray H.R.D.,2021,0 cited
HAMIDIE RONALD DANIEL RAY,5978997,Potential of Nanocurcumin on Cytokine Storm through Decreased IL-6 and TNF-? Expression,Q4 Journal,Malaysian Journal of Medicine and Health Sciences,Author Order : 1 of 3,Creator : Hamidie R.D.R.,2021,0 cited
HAMIDIE RONALD DANIEL RAY,5978997,Curcumin induces mitochondrial biogenesis by increasing cyclic AMP levels via phosphodiesterase 4A inhibition in skeletal muscle,Q1 Journal,British Journal of Nutrition,Author Order : 1 of 8,Creator : Hamidie R.D.R.,2021,7 cited
MOHAMMAD ALI,5980905,The use of professional development school for developing student-teachers' professional competencies,no-Q Journal,Proceedings of the IASTED International Conference on Computers and Advanced Technology in Education,Author Order : 1 of 1,Creator : Ali M.,2003,0 cited
